GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_029660405.1	42023038	N/A	N/A	
GCA_029652145.1	42014768	N/A	N/A	
GCA_029651345.1	42013968	N/A	N/A	
GCA_029653925.1	42016548	N/A	N/A	
GCA_029659645.1	42022268	N/A	N/A	
GCA_029651525.1	42014148	N/A	N/A	
GCA_029651665.1	42014288	N/A	N/A	
GCA_029660125.1	42022748	N/A	N/A	
GCA_029660445.1	42023068	N/A	N/A	
GCA_029655155.1	42017808	N/A	N/A	
GCA_029660905.1	42023528	N/A	N/A	
GCA_029650145.1	42012768	N/A	N/A	
GCA_029650065.1	42012688	N/A	N/A	
GCA_029652165.1	42014788	N/A	N/A	
GCA_029652265.1	42014898	N/A	N/A	
GCA_029658785.1	42021408	N/A	N/A	
GCA_029657445.1	42020068	N/A	N/A	
GCA_029651205.1	42013838	N/A	N/A	
GCA_029649145.1	42011768	N/A	N/A	
GCA_029656965.1	42019588	N/A	N/A	
GCA_029655345.1	42017968	N/A	N/A	
GCA_029656705.1	42019328	N/A	N/A	
GCA_029654245.1	42016878	N/A	N/A	
GCA_029660885.1	42023508	N/A	N/A	
GCA_029657305.1	42019928	N/A	N/A	
GCA_029657205.1	42019848	N/A	N/A	
GCA_029659325.1	42021948	N/A	N/A	
GCA_029658925.1	42021548	N/A	N/A	
GCA_030532665.1	45540728	N/A	N/A	
GCA_029655665.1	42018298	N/A	N/A	
GCA_029657465.1	42020088	N/A	N/A	
GCA_029653565.1	42016188	N/A	N/A	
GCA_029650485.1	42013108	N/A	N/A	
GCA_029649865.1	42012488	N/A	N/A	
GCA_029661365.1	42023988	N/A	N/A	
GCA_029652325.1	42014968	N/A	N/A	
GCA_029656325.1	42018948	N/A	N/A	
GCA_029649785.1	42012408	N/A	N/A	
GCA_029649885.1	42012508	N/A	N/A	
GCA_029655025.1	42017658	N/A	N/A	
GCA_029659105.1	42021728	N/A	N/A	
GCA_029659125.1	42021748	N/A	N/A	
GCA_029657325.1	42019958	N/A	N/A	
GCA_029651395.1	42014018	N/A	N/A	
GCA_029651585.1	42014218	N/A	N/A	
GCA_029651625.1	42014248	N/A	N/A	
GCA_029658765.1	42021398	N/A	N/A	
GCA_029658825.1	42021448	N/A	N/A	
GCA_029660605.1	42023228	N/A	N/A	
GCA_029660625.1	42023248	N/A	N/A	
GCA_029659425.1	42022048	N/A	N/A	
GCA_029659625.1	42022258	N/A	N/A	
GCA_029660415.1	42023048	N/A	N/A	
GCA_029660505.1	42023128	N/A	N/A	
GCA_029651325.1	42013948	N/A	N/A	
GCA_029651365.1	42013988	N/A	N/A	
GCA_029650225.1	42012848	N/A	N/A	
GCA_029651705.1	42014328	N/A	N/A	
GCA_029659665.1	42022288	N/A	N/A	
GCA_029660525.1	42023148	N/A	N/A	
GCA_029655365.1	42017988	N/A	N/A	
GCA_029655485.1	42018118	N/A	N/A	
GCA_029655585.1	42018208	N/A	N/A	
GCA_029660485.1	42023118	N/A	N/A	
GCA_029659565.1	42022198	N/A	N/A	
GCA_029659385.1	42022008	N/A	N/A	
GCA_029659485.1	42022108	N/A	N/A	
GCA_029660305.1	42022928	N/A	N/A	
GCA_029660265.1	42022888	N/A	N/A	
GCA_029660185.1	42022808	N/A	N/A	
GCA_029654465.1	42017088	N/A	N/A	
GCA_029660545.1	42023168	N/A	N/A	
GCA_029661325.1	42023958	N/A	N/A	
GCA_029660705.1	42023338	N/A	N/A	
GCA_029653825.1	42016448	N/A	N/A	
GCA_029654165.1	42016788	N/A	N/A	
GCA_029654325.1	42016948	N/A	N/A	
GCA_029660245.1	42022878	N/A	N/A	
GCA_029660845.1	42023478	N/A	N/A	
GCA_029655305.1	42017948	N/A	N/A	
GCA_029652285.1	42014908	N/A	N/A	
GCA_029656905.1	42019528	N/A	N/A	
GCA_029654525.1	42017148	N/A	N/A	
GCA_029659205.1	42021828	N/A	N/A	
GCA_029657425.1	42020058	N/A	N/A	
GCA_029659165.1	42021788	N/A	N/A	
GCA_029654125.1	42016748	N/A	N/A	
GCA_029657285.1	42019908	N/A	N/A	
GCA_029652945.1	42015568	N/A	N/A	
GCA_029654405.1	42017028	N/A	N/A	
GCA_029660465.1	42023088	N/A	N/A	
GCA_029652105.1	42014728	N/A	N/A	
GCA_029658985.1	42021608	N/A	N/A	
GCA_029653685.1	42016308	N/A	N/A	
GCA_029659525.1	42022148	N/A	N/A	
GCA_029659265.1	42021888	N/A	N/A	
GCA_029655505.1	42018128	N/A	N/A	
GCA_029662145.1	42024778	N/A	N/A	
GCA_029657665.1	42020298	N/A	N/A	
GCA_029652505.1	42015128	N/A	N/A	
GCA_029650315.1	42012948	N/A	N/A	
GCA_029660945.1	42023568	N/A	N/A	
GCA_029656245.1	42018888	N/A	N/A	
GCA_029661385.1	42024008	N/A	N/A	
GCA_029661825.1	42024458	N/A	N/A	
GCA_029661665.1	42024288	N/A	N/A	
GCA_029655865.1	42018488	N/A	N/A	
GCA_029654585.1	42017208	N/A	N/A	
GCA_029660965.1	42023598	N/A	N/A	
GCA_029653765.1	42016388	N/A	N/A	
GCA_029659185.1	42021808	N/A	N/A	
GCA_029661205.1	42023828	N/A	N/A	
GCA_029654685.1	42017318	N/A	N/A	
GCA_029661725.1	42024348	N/A	N/A	
GCA_001723955.1	3442538	GCF_001723955.1	14333878	
GCA_029651105.1	42013738	N/A	N/A	
GCA_029660085.1	42022708	N/A	N/A	
GCA_029659005.1	42021628	N/A	N/A	
GCA_029661785.1	42024418	N/A	N/A	
GCA_029654445.1	42017068	N/A	N/A	
GCA_029657265.1	42019888	N/A	N/A	
GCA_029655905.1	42018528	N/A	N/A	
GCA_029655325.1	42017938	N/A	N/A	
GCA_029654505.1	42017128	N/A	N/A	
GCA_029658845.1	42021468	N/A	N/A	
GCA_029649065.1	42011698	N/A	N/A	
GCA_029654485.1	42017108	N/A	N/A	
GCA_029652585.1	42015208	N/A	N/A	
GCA_029660365.1	42022988	N/A	N/A	
GCA_029649185.1	42011818	N/A	N/A	
GCA_029656025.1	42018648	N/A	N/A	
GCA_029657565.1	42020198	N/A	N/A	
GCA_029649225.1	42011848	N/A	N/A	
GCA_029660565.1	42023198	N/A	N/A	
GCA_029649125.1	42011748	N/A	N/A	
GCA_029659305.1	42021928	N/A	N/A	
GCA_029655525.1	42018148	N/A	N/A	
GCA_029655925.1	42018548	N/A	N/A	
GCA_029653085.1	42015718	N/A	N/A	
GCA_029652125.1	42014758	N/A	N/A	
GCA_029660825.1	42023448	N/A	N/A	
GCA_029658625.1	42021248	N/A	N/A	
GCA_029657385.1	42020018	N/A	N/A	
GCA_029660765.1	42023388	N/A	N/A	
GCA_029650385.1	42013008	N/A	N/A	
GCA_029655465.1	42018088	N/A	N/A	
GCA_029655965.1	42018598	N/A	N/A	
GCA_029656105.1	42018748	N/A	N/A	
GCA_029658445.1	42021068	N/A	N/A	
GCA_029661905.1	42024528	N/A	N/A	
GCA_029658665.1	42021288	N/A	N/A	
GCA_029653545.1	42016168	N/A	N/A	
GCA_029654225.1	42016868	N/A	N/A	
GCA_029660865.1	42023488	N/A	N/A	
GCA_029659065.1	42021688	N/A	N/A	
GCA_029658585.1	42021208	N/A	N/A	
GCA_029655005.1	42017628	N/A	N/A	
GCA_029656285.1	42018908	N/A	N/A	
GCA_029658485.1	42021108	N/A	N/A	
GCA_029657225.1	42019858	N/A	N/A	
GCA_029649285.1	42011908	N/A	N/A	
GCA_029650645.1	42013268	N/A	N/A	
GCA_029652445.1	42015068	N/A	N/A	
GCA_029650665.1	42013288	N/A	N/A	
GCA_029649165.1	42011788	N/A	N/A	
GCA_029658905.1	42021528	N/A	N/A	
GCA_029649245.1	42011868	N/A	N/A	
GCA_029657605.1	42020228	N/A	N/A	
GCA_029658125.1	42020758	N/A	N/A	
GCA_029661045.1	42023668	N/A	N/A	
GCA_029653665.1	42016298	N/A	N/A	
GCA_029653865.1	42016488	N/A	N/A	
GCA_029657365.1	42019988	N/A	N/A	
GCA_029655385.1	42018008	N/A	N/A	
GCA_029658745.1	42021368	N/A	N/A	
GCA_029658565.1	42021188	N/A	N/A	
GCA_029657585.1	42020208	N/A	N/A	
GCA_029653505.1	42016128	N/A	N/A	
GCA_029652425.1	42015048	N/A	N/A	
GCA_029661765.1	42024388	N/A	N/A	
GCA_029656145.1	42018778	N/A	N/A	
GCA_029650725.1	42013348	N/A	N/A	
GCA_029654145.1	42016778	N/A	N/A	
GCA_029661685.1	42024308	N/A	N/A	
GCA_029655445.1	42018068	N/A	N/A	
GCA_003476345.1	7306198	N/A	N/A	
GCA_029653745.1	42016368	N/A	N/A	
GCA_029656005.1	42018638	N/A	N/A	
GCA_029649205.1	42011828	N/A	N/A	
GCA_029658645.1	42021268	N/A	N/A	
GCA_029658245.1	42020868	N/A	N/A	
GCA_029651865.1	42014488	N/A	N/A	
GCA_029655285.1	42017908	N/A	N/A	
GCA_029658265.1	42020898	N/A	N/A	
GCA_029650805.1	42013428	N/A	N/A	
GCA_029654765.1	42017388	N/A	N/A	
GCA_029650565.1	42013188	N/A	N/A	
GCA_029650705.1	42013328	N/A	N/A	
GCA_029655405.1	42018028	N/A	N/A	
GCA_029652565.1	42015188	N/A	N/A	
GCA_029656625.1	42019248	N/A	N/A	
GCA_029657125.1	42019748	N/A	N/A	
GCA_029658465.1	42021088	N/A	N/A	
GCA_029661225.1	42023858	N/A	N/A	
GCA_029660985.1	42023608	N/A	N/A	
GCA_029652365.1	42014988	N/A	N/A	
GCA_029658285.1	42020908	N/A	N/A	
GCA_029653705.1	42016328	N/A	N/A	
GCA_029658205.1	42020828	N/A	N/A	
GCA_029650545.1	42013168	N/A	N/A	
GCA_029661405.1	42024048	N/A	N/A	
GCA_029662125.1	42024748	N/A	N/A	
GCA_029650505.1	42013128	N/A	N/A	
GCA_029656305.1	42018938	N/A	N/A	
GCA_029661065.1	42023688	N/A	N/A	
GCA_029658425.1	42021048	N/A	N/A	
GCA_029656565.1	42019188	N/A	N/A	
GCA_029657625.1	42020248	N/A	N/A	
GCA_029653985.1	42016608	N/A	N/A	
GCA_029655425.1	42018058	N/A	N/A	
GCA_029657025.1	42019658	N/A	N/A	
GCA_029654025.1	42016648	N/A	N/A	
GCA_029658725.1	42021348	N/A	N/A	
GCA_002215925.1	4676768	GCF_002215925.1	14335258	
GCA_029661805.1	42024428	N/A	N/A	
GCA_029650785.1	42013408	N/A	N/A	
GCA_029650605.1	42013228	N/A	N/A	
GCA_029652985.1	42015608	N/A	N/A	
GCA_029656225.1	42018848	N/A	N/A	
GCA_029658145.1	42020768	N/A	N/A	
GCA_029652385.1	42015008	N/A	N/A	
GCA_029655985.1	42018608	N/A	N/A	
GCA_029650585.1	42013208	N/A	N/A	
GCA_029657645.1	42020268	N/A	N/A	
GCA_029649045.1	42011668	N/A	N/A	
GCA_029661085.1	42023708	N/A	N/A	
GCA_029652965.1	42015588	N/A	N/A	
GCA_029654105.1	42016738	N/A	N/A	
GCA_029648765.1	42011388	N/A	N/A	
GCA_029655225.1	42017848	N/A	N/A	
GCA_029657405.1	42020028	N/A	N/A	
GCA_029658165.1	42020788	N/A	N/A	
GCA_029658385.1	42021008	N/A	N/A	
GCA_029654945.1	42017568	N/A	N/A	
GCA_029652405.1	42015028	N/A	N/A	
GCA_029661165.1	42023798	N/A	N/A	
GCA_029655545.1	42018168	N/A	N/A	
GCA_029656205.1	42018838	N/A	N/A	
GCA_029654725.1	42017358	N/A	N/A	
GCA_029650685.1	42013308	N/A	N/A	
GCA_029654045.1	42016668	N/A	N/A	
GCA_029650745.1	42013368	N/A	N/A	
GCA_029656045.1	42018668	N/A	N/A	
GCA_029648725.1	42011348	N/A	N/A	
GCA_029658605.1	42021228	N/A	N/A	
GCA_029656185.1	42018808	N/A	N/A	
GCA_029661125.1	42023748	N/A	N/A	
GCA_029657525.1	42020148	N/A	N/A	
GCA_029658365.1	42020988	N/A	N/A	
GCA_029658225.1	42020848	N/A	N/A	
GCA_029656545.1	42019168	N/A	N/A	
GCA_029649085.1	42011718	N/A	N/A	
GCA_029653025.1	42015648	N/A	N/A	
GCA_029656265.1	42018898	N/A	N/A	
GCA_029656945.1	42019578	N/A	N/A	
GCA_029654065.1	42016688	N/A	N/A	
GCA_029661345.1	42023968	N/A	N/A	
GCA_029662105.1	42024728	N/A	N/A	
GCA_029652545.1	42015168	N/A	N/A	
GCA_029648825.1	42011448	N/A	N/A	
GCA_029661145.1	42023768	N/A	N/A	
GCA_029657045.1	42019668	N/A	N/A	
GCA_029660805.1	42023428	N/A	N/A	
GCA_029653045.1	42015678	N/A	N/A	
GCA_029657845.1	42020468	N/A	N/A	
GCA_029657105.1	42019728	N/A	N/A	
GCA_029658525.1	42021158	N/A	N/A	
GCA_029653945.1	42016568	N/A	N/A	
GCA_029652605.1	42015228	N/A	N/A	
GCA_029661235.1	42023868	N/A	N/A	
GCA_029657785.1	42020408	N/A	N/A	
GCA_029661185.1	42023808	N/A	N/A	
GCA_031468775.1	47420928	N/A	N/A	
GCA_029656085.1	42018708	N/A	N/A	
GCA_029648685.1	42011308	N/A	N/A	
GCA_029661265.1	42023898	N/A	N/A	
GCA_029662045.1	42024678	N/A	N/A	
GCA_029661025.1	42023648	N/A	N/A	
GCA_029662025.1	42024648	N/A	N/A	
GCA_029661525.1	42024148	N/A	N/A	
GCA_029662165.1	42024788	N/A	N/A	
GCA_029653105.1	42015728	N/A	N/A	
GCA_029657185.1	42019808	N/A	N/A	
GCA_029657505.1	42020128	N/A	N/A	
GCA_029654745.1	42017368	N/A	N/A	
GCA_029658345.1	42020968	N/A	N/A	
GCA_029661105.1	42023728	N/A	N/A	
GCA_029660585.1	42023208	N/A	N/A	
GCA_029662085.1	42024708	N/A	N/A	
GCA_029652625.1	42015258	N/A	N/A	
GCA_029656405.1	42019028	N/A	N/A	
GCA_029656165.1	42018788	N/A	N/A	
GCA_029648705.1	42011328	N/A	N/A	
GCA_029653125.1	42015748	N/A	N/A	
GCA_029654805.1	42017428	N/A	N/A	
GCA_029658045.1	42020668	N/A	N/A	
GCA_029661845.1	42024468	N/A	N/A	
GCA_029657805.1	42020428	N/A	N/A	
GCA_029661605.1	42024228	N/A	N/A	
GCA_029658005.1	42020638	N/A	N/A	
GCA_029652525.1	42015158	N/A	N/A	
GCA_029656685.1	42019308	N/A	N/A	
GCA_029656645.1	42019268	N/A	N/A	
GCA_029658185.1	42020818	N/A	N/A	
GCA_029658305.1	42020928	N/A	N/A	
GCA_029658405.1	42021028	N/A	N/A	
GCA_029655265.1	42017888	N/A	N/A	
GCA_029653005.1	42015628	N/A	N/A	
GCA_029656065.1	42018688	N/A	N/A	
GCA_029656505.1	42019128	N/A	N/A	
GCA_029655245.1	42017878	N/A	N/A	
GCA_029652685.1	42015308	N/A	N/A	
GCA_029657165.1	42019788	N/A	N/A	
GCA_029661925.1	42024548	N/A	N/A	
GCA_029658085.1	42020708	N/A	N/A	
GCA_029654785.1	42017408	N/A	N/A	
GCA_029656465.1	42019088	N/A	N/A	
GCA_029658105.1	42020748	N/A	N/A	
GCA_029656125.1	42018738	N/A	N/A	
GCA_029655565.1	42018188	N/A	N/A	
GCA_029656485.1	42019108	N/A	N/A	
GCA_029656995.1	42019628	N/A	N/A	
GCA_029658505.1	42021128	N/A	N/A	
GCA_029657865.1	42020498	N/A	N/A	
GCA_029661285.1	42023908	N/A	N/A	
GCA_029657345.1	42019968	N/A	N/A	
GCA_029652645.1	42015268	N/A	N/A	
GCA_029657985.1	42020608	N/A	N/A	
GCA_029657065.1	42019688	N/A	N/A	
GCA_029657145.1	42019778	N/A	N/A	
GCA_029657085.1	42019708	N/A	N/A	
GCA_029658325.1	42020948	N/A	N/A	
GCA_029661625.1	42024248	N/A	N/A	
GCA_029657745.1	42020368	N/A	N/A	
GCA_029657905.1	42020528	N/A	N/A	
GCA_029656525.1	42019148	N/A	N/A	
GCA_029657245.1	42019868	N/A	N/A	
GCA_029656345.1	42018988	N/A	N/A	
GCA_029657765.1	42020388	N/A	N/A	
GCA_029653145.1	42015768	N/A	N/A	
GCA_029658025.1	42020648	N/A	N/A	
GCA_029652665.1	42015288	N/A	N/A	
GCA_029657965.1	42020588	N/A	N/A	
GCA_029657885.1	42020508	N/A	N/A	
GCA_029657685.1	42020308	N/A	N/A	
GCA_029657545.1	42020168	N/A	N/A	
GCA_029656585.1	42019208	N/A	N/A	
GCA_029656425.1	42019048	N/A	N/A	
GCA_029658065.1	42020688	N/A	N/A	
GCA_029656985.1	42019618	N/A	N/A	
GCA_029656605.1	42019228	N/A	N/A	
GCA_029657945.1	42020568	N/A	N/A	
GCA_029658535.1	42021168	N/A	N/A	
GCA_029657925.1	42020548	N/A	N/A	
